text,wakati_text
"就活セクハラって初めて聞いたけど

ちょっと最近の奴って正直言葉だけ達者なんよね

まっ別にどーでもいいんやけどな

#就活セクハラ
#NEWSZERO",就活 セクハラ 聞く 最近 奴 正直だ 言葉 達者だ 別だ いい 就活 セクハラ
"～ハラ

セクハラ
パワハラ
モラハラ
就活ハラ

なんでも～ハラになるね…💦",就活 ハラ なん ハラ なる
"就活セクハラ怖い
これから就活なのに…",就活 セクハラ 怖い 就活
"就活セクハラに対策を
これが法律として認められるなら
妊活モラハラに対策を
これもなんとかしてほしい😇",就活 セクハラ 対策 法律 する 認める られる 妊活 モラハラ 対策 する ほしい
ローマ教皇　日本に「難民の受け入れを」 https://t.co/hoVepEb7Wd謹んでお断り申し上げます。,ローマ 教皇 日本 難民 受け入れ
結婚したら辞めるの？彼氏いるの？って聞いたら就活セクハラって言うけど結婚しても続けて行くか？または結婚の予定が数年以内にあるか？って聞き方でもあかんのかな,結婚 する 辞める の 彼氏 いる 聞く 就活 セクハラ 言う 結婚 する 続ける 行く 結婚 予定 数 年 以内 ある 聞く 方 あく
就活セクハラってはじめてきいたよ。パワーワードやな。就活する学生にまでセクハラする人事は控えめに言って死んで欲しい。今の時代そんな苦悩があんのか...,就活 セクハラ きく パワー ワード 就活 する 学生 セクハラ する 人事 控えめだ 言う 死ぬ 欲しい 今 時代 苦悩 あん .
"今話題にある就活セクハラ、ひどいのがいっぱいあるけど恋人いる？とかはなんかしょうがない気がする。
実際結婚する、子供できたで辞める女子めちゃくちゃ多いし。産休明けてまた産休ってひとはちゃめちゃいるし、確認しておきたい気持ちわかる。穴埋めるのも大変だもんな。",今 話題 ある 就活 セクハラ ひどい の いっぱいだ ある 恋人 いる しょうがない 気 する 結婚 する 子供 できる 辞める 女子 めちゃくちゃだ 多い 産休 明ける 産休 はちゃめちゃだ いる 確認 する おく たい 気持ち わかる 穴埋め る の 大変だ もん
RT @OSA1998HEART: 就活セクハラするような会社行く必要ないだろ笑笑,就活 セクハラ する 会社 行く 必要だ ない 笑笑
そんでそういうクソ会社が女性を採用しなかったことで潰れるか？というと全くそんなことは無いんだよ。男性ばかりで女性が雀の涙ほどしかいなくてもピンピンしてるんだよ。だから就活時のセクハラに対して取るべき策は徹底して会社側の責任を追及し厳しい罰則を設けることしかない。,そんだ クソ 会社 女性 採用 する ない こと 潰れる いう こと 無い 男性 女性 雀 涙 ほど いる ない する る 就活 時 セクハラ 対する 取る 策 徹底 する 会社 側 責任 追及 する 厳しい 罰則 設ける こと ない
フェミニズム的話題に関してとてもキレやすいので面接中に度を越した就活セクハラ受けたらブチ切れて部屋出てく自信ある,フェミニズム 的だ 話題 関する キレる やすい 面接 中 度 越す 就活 セクハラ 受ける ブチ 切れる 部屋 出る く 自信 ある
"就活セクハラ…企業の制度としての面接や公式のリクルーターは同じくセクハラ対応すべきだと思うけど
個人が企業の名を語ったES見てあげるーとかはそういう季節性のナンパだと思った方がいい。社会人の男、慈善活動でESみる高尚な人ほぼいないから大体下心ありに決まってるじゃない",就活 セクハラ 企業 制度 する 面接 公式だ リクルーター 同じだ セクハラ 対応 する 思う 個人 企業 名 語る 見る あげる 季節 性 ナンパ 思う 方 いい 社会 人 男 慈善 活動 みる 高尚だ 人 いる ない 下心 ある 決まる る ない
「就活セクハラについて悩まずに過ごせているとしたら、それは運が良かっただけです」と、学生たちも当事者意識を持つよう訴えました。　ハフポスト日本版編集部　https://t.co/oxvp8GQIdw #ss954 #radiko #tbsradio https://t.co/NcrOn3sJzf,就活 セクハラ つく 悩む 過ごせる いる する 運 良い 学生 たち 当事 者 意識 持つ よう 訴える ます ハフ ポスト 日本 版 編集 部 954
"就活セクハラかー
なんかもう男は喋ったらセクハラって言われそうw https://t.co/89Ads5vmmd",就活 セクハラ 男 喋る セクハラ 言う れる そうだ
"このような記事が出る事自体が景気が上向いてる証左。
この流れを途絶えさせる訳にはいかない。

交際相手の有無聞かれ　就活セクハラ被害女子学生ら対策訴え - 毎日新聞 https://t.co/Cy3XCPrmgL",記事 出る 事 自体 景気 上向く る 証左 流れ 途絶える させる 訳 いく ない 交際 相手 有無 聞く れる 就活 セクハラ 被害 女子 学生 ら 対策 訴え 毎日新聞
就活 セクハラ、トレンドに入ってるけど限界就活生、全然面接まで進まないので受けたことないな(^_^;)ｱｾｱｾ,就活 セクハラ トレンド 入る る 限界 就活 生 面接 進む ない 受ける こと いな
就活セクハラか。そんなものとたたかうより、就活自体をやめようぜ。なんで、大卒後すぐに、はたらかなくてはいけないんだ？大卒後、一年くらいプラプラと旅をしてもいいじゃないか。学部でまなんだことふまえて、世界をあるき、自分の目でみて、たしかめる。,就活 セクハラ もの たたかう 就活 自体 やめる 大卒 後 はたらく ない いけない 大卒 後 一 年 旅 する いい ない 学部 まなぶ こと ふまえる 世界 あるく 自分 目 みる たしかめる
"就活セクハラってのもあるのか。
ひどいな………
採用担当者常識ねぇのかよ………",就活 セクハラ の ある ひどい 採用 担当 者 常識 ない
"#クロ現 ついに就活セクハラに切り込み。

「就活生の孤立した状況に加害者がつけこんでいる構造になっています。野放し状態の中で、毎年、次の就活生を狙ったセクハラが繰り返されている可能性が否定できません。」

放送ダイジェストは以下で読めます。
https://t.co/wxQaSR59ik https://t.co/Np2p3Gmkys",クロ 現 就活 セクハラ 切る 込む 就活 生 孤立 する 状況 加害 者 つけこむ いる 構造 なる いる ます 野放し 状態 中 毎年 就活 生 狙う セクハラ 繰り返す れる いる 可能だ 性 否定 できる ます 放送 ダイジェスト 読める ます
就活セクハラこれに対して被害者の意見はもちろん賛成だけれども、その訴えが叶ったとして就職してからセクハラあったらどうするのだろうか。未然にここの会社は嫌な気がするとわかっていた方が実は良いような気がしてならない。,就活 セクハラ 対する 被害 者 意見 賛成 訴え 叶う する 就職 する セクハラ ある する 未然 会社 嫌だ 気 する わかる いる 方 良い 気 する なる ない
就活出だけじゃないほうがいいと思うのよねえ。積極的に社内でこれはセクハラになるのか？って同性異性関係なくコミュニケーション取ればいいって話あったが、ありっちゃあり。ただそれしてまでコミュニケーションしたいかって言われると仕事以外持ち込まないでって気持ちもある,就活 出 ない ほう いい 思う 積極 的だ 社 内 セクハラ なる 性 異性 関係 ない コミュニケーション 取る いい 話 ある ありっちゃあり する コミュニケーション する たい 言う れる 仕事 以外 持つ 込む 気持ち ある
"キモい壮年オッサン(48)が初対面から就活セクハラで若い女とセックスできると思ってるのキモ過ぎるんだよな
やはり男は滅んでくれ",キモい 壮年 オッサン 48 初対面 就活 セクハラ 若い 女 セックス できる 思う る キモい 過ぎる 男 滅ぶ くれる
RT @YOU1107: 就活におけるセクハラ「独身の男、よりどりみどりだぞ」　大学生有志、根絶訴え|弁護士ドットコムニュース https://t.co/tiBJojSMC9 @bengo4topicsさんから,4 さん
RT @news24ntv: “就活セクハラ横行”　学生らが緊急声明 https://t.co/b7NNMHD6Gn #日テレNEWS24 #ntv,
@kimimiking_s すでに晒し上げられて大変なことになっている会社が知人の勤め先だったりします。しかも就活セクハラしているのが社長だという(´；ω；`)最終面接でやらかしてるらしくて。。。聞いているだけでもらい泣きです。,晒す 上げる られる 大変だ こと なる いる 会社 知人 勤め先 する ます 就活 セクハラ する いる の 社長 いう 最終だ 面接 かす る 聞く いる もらい泣き
"#ドル円
#ポンド円
#セクハラ
昨日の下げで刈られた人いるんじゃないの～😆
就活セクハラなるニュースを見て、昔から枕営業と言う手法がある事を今の大学生は知らんのかね?
目を瞑って一発我慢すれば生涯賃金億なんだよ！
温室育ちの日本の学生さん、我慢する事も覚えてね。",ドル 円 ポンド 円 セクハラ 昨日 下げ 刈る れる 人 いる ない 活 セクハラ なる ニュース 見る 昔 枕 営業 言う 手法 ある 事 今 大学生 知る 目 瞑る 一 発 我慢 する 生涯 賃金 億 温室 育ち 日本 学生 さん 我慢 する 事 覚える
"就活セクハラとがトレンド入り？してたけど10年前に某化粧品工場の面接の時に他にも女の子いたのに私だけ｢ここ、女性ばっかだから出会いとかないですよ？｣みたいなことをおっさんに言われたんだけどもこれもセクハラ？w
男好きそうに見えたんかね？イラつくよね
職場に出会いなんて求めんわ",就活 セクハラ トレンド 入り する る 10 年 前 某 化粧 品 工場 面接 時 他 女の子 いる 私 ここ 女性 出会う とく ない み たい こと おっさん 言う れる セクハラ 男 好きだ そうだ 見える イラつく 職場 出会う 求める
"就活セクハラが起きないことが大前提として、
もし自分が就活生だとしたら、そんなことを言う人事がいる企業なんかこっちからお断り。

仮にうちの会社でそんなことをやってたとしたら辞める。 https://t.co/jS4NVdmjb1",就活 セクハラ 起きる ない こと 前提 する 自分 就活 生 する こと 言う 人事 いる 企業 断り うち 会社 こと やる たい する 辞める
就活セクハラとかクソだな。,就活 セクハラ クソ
"就活セクハラ問題になってるけど、彼氏いるの？→すぐ結婚されると困るってのはセクハラなのか…？
わい派遣やる時に聞かれたけど←
大丈夫です！！！の即答だったけどwww",就活 セクハラ 問題 なる る 彼氏 いる 結婚 する れる 困る の セクハラ わく 派遣 やる 時 聞く れる 大丈夫だ 即答
"就活セクハラか

相手によってあるかもね",就活 セクハラ 相手 よる ある
就活セクハラとかあるけど、そんな基本的なコンプラすら守らせられない企業行きたくないよなぁ。,就活 セクハラ ある 基本 的だ コンプラ 守る せる られる ない 企業 行く たい ない
"就活セクハラであーだこーだ出始めたけど。
確かけもフレ2とか言うエルサゲートを建造した上級国民にあらせられる細谷＝氷村ふぁねる大先生だったかも女性声優に枕を強要してなかったか？",就活 セクハラ あだ こうだ 出る 始める 確かだ け フレ 2 言う 建造 する 上級 国民 あらす られる 細谷 氷 村 ふぁ ねる 先生 女性 声優 枕 強要 する ない
就活セクハラはなかったけど、セクハラなんてことば自体がない時代だったから「工場長とチークダンス踊れ」「社長にお酌しろ」なんてあったし職場は（ほとんど男性だったから）ヌードカレンダーがあちこちに、、、ていう時代だったぜ。どうだまいったか #違う,就活 セクハラ ない セクハラ ことば 自体 ない 時代 工場 長 踊る 社長 酌 する ある 職場 男性 ヌード カレンダー ていう 時代 だます いく 違う
"就活の時点でセクハラとか
入社後が恐ろしい
同じ理由で圧迫面接する会社もこっちから願い下げ",就活 時点 セクハラ 入社 後 恐ろしい 同じだ 理由 圧迫 面接 する 会社 願い下げ
就活セクハラか〜。,就活 セクハラ
どんな会社でもセクハラしちゃいけないんだよ。面接時にセクハラするような会社があるならその会社が変わらなきゃいけない。女性の就活生には何の責任も無いので彼女らが行動を変える必要は無いし、女性がそういう会社を避けても会社には何のダメージも無いからセクハラの根本的解決にはならない。,会社 セクハラ する いける ない 面接 時 セクハラ する 会社 ある 会社 変わる ない いけない 女性 就活 生 責任 無い 彼女 ら 行動 変える 必要だ 無い 女性 会社 避ける 会社 ダメージ 無い セクハラ 根本 的だ 解決 なる ない
"そういう問題のある会社はリストアップするべき

就活生にそういう事するんだから会社の実態も明らか

あとセクハラではなく性犯罪な
もしくは脅迫罪
ハラスメントという言葉で表現を和らげる文化は無くせ

#就活セクハラ",問題 ある 会社 リスト アップ する 就活 生 事 する 会社 実態 明らかだ あと セクハラ ない 性 犯罪 脅迫 罪 ハラスメント いう 言葉 表現 和らげる 文化 無くす 就活 セクハラ
おれの友人男女問わずが就活セクハラに遭わないことを心の底から願っている   なんなら守護霊ですという感じで面接中に世紀末スタイルで鎖鎌持って右ななめ後ろで佇んでいたい,おれ 友人 男女 問う 就活 セクハラ 遭う ない こと 心 底 願う いる 守護 霊 いう 感じ 面接 中 世紀 末 スタイル 鎖鎌 持つ 右 ななめだ 後ろ 佇む いる たい
"つーか就活セクハラの件で女は子供できたらすぐ辞めるから…とか言ってるやつ、入社してすぐに辞める男だって存在すると思うんだけど、それについてはどう思うんです？ って感じ 
性別理由にすんのおかしくね？",つうか 就活 セクハラ 件 女 子供 できる 辞める 言う る やつ 入社 する 辞める 男 存在 する 思う つく 思う 感じ 性別 理由 すん おかしい
読んでないけど、仮にそのセクハラを我慢して内定もらったとしても、その会社のコンプライアンスに問題があることに違いはない訳で誰も幸せにならないのではとおもった / “就活セクハラ「もう黙らない」大学生たちが緊急声明を発表 | ハフポスト” https://t.co/pdxAFAEWxE,読む ない セクハラ 我慢 する 内定 もらう する 会社 コンプライアンス 問題 ある こと 違い ない 訳 誰 幸せだ なる ない おもう 就活 セクハラ 黙る ない 大学生 たち 緊急だ 声明 発表 ハフ ポスト
"就活セクハラなんてあるんだ…
マジクソな世の中だな",就活 セクハラ ある 世の中
"なに？
就活セクハラってwww
暇だな(´^д^｀)ﾜﾛﾀ
平和だな(´^д^｀)ﾜﾛﾀ",なに 就活 セクハラ 暇だ な 平和 だな
就活セクハラキモいな,就活 いな
就活セクハラを明確に違法にすればいいですよね。日本の労働法とその監視を本当に強化して欲しいです。https://t.co/9xieL19Lfk,就活 セクハラ 明確だ 違法だ する いい 日本 労働 法 監視 本当だ 強化 する 欲しい
"就活セクハラの内容みて笑ったわw
恐ろしい奴らがおるもんやな。
女の人可愛そうや。",就活 セクハラ 内容 みる 笑う 恐ろしい 奴 ら おる もん 女 人 可愛い そうだ
就活セクハラなんてタグあるのか・・・こわ・・・,就活 セクハラ タグ ある こわい
就活セクハラ姉貴見てて思うのはサングラスから眉毛出てるとマジでダサいなwwww,就活 セクハラ 姉貴 見る る 思う の サングラス 眉毛 出る る マジだ ダサい いな
就活セクハラってどんなの？,就活 セクハラ の
RT @kaminoishi: 核を持たない、核を落とされた日本で核廃絶を訴え、遠く離れた日本にバチカンでの実績ないまま難民受け入れ要請、原発の電力使っているバチカンが日本では原発廃止訴え。無宗教の私にはどんなに偉い人か知りませんが来日は寄進の回収が目的なんですか?それとも信者…,核 持つ ない 核 落とす れる 日本 核 廃絶 訴える 遠い 離れる 日本 バチカン 実績 ない 難民 受け入れ 要請 原発 電力 使う いる バチカン 日本 原発 廃止 訴え 宗教 私 偉い 人 知る ます 来 日 寄進 回収 目的 信者
朝のワイドショーで「就活セクハラ」ネタをやってて最近どこかで聞いたと思ってたけど元ZOZOの前澤さんだわ,朝 ワイドだ ショー 就活 セクハラ ネタ やる る 最近 聞く 思う る 元 前澤 さん
就活セクハラやばーって思いながら読んでたけど「結婚しても仕事続けますか？」もセクハラになる時代なの？びっくりなんだが😂女性の面接官から女性の就活生に聞いてもセクハラなの？🙃,就活 セクハラ やばい 思う 読む る 結婚 する 仕事 続ける ます セクハラ なる 時代 びっくり 性 面接 官 女性 就活 生 聞く セクハラ
就活生へのセクハラが問題視されているそうですが、ニュース見てる感じだと、就職試験とは別の場所でコネは使うが男女の間違いは起こすなって・・・はぁ・・・セクハラは悪い事だけどさ・・・はぁ,就活 生 セクハラ 問題 視 する れる いる ニュース 見る る 感じ 就職 試験 別だ 場所 コネ 使う 男女 間違い 起こす なる セクハラ 悪い 事
"自分の中の記憶を無駄に掘り起こされて若干不機嫌になるけど、80年代後半、就活セクハラは定番？お約束？あちら側の常識？
とにかく日常茶飯事でしたよね。以上。",自分 中 記憶 無駄だ 掘り起こす れる 不機嫌だ なる 80 年 代 後半 就活 セクハラ 定番 約束 側 常識 日常茶飯事 以上
"いや、こんな人がいる会社逆に行きたくないでしょ。入社する前にわかってラッキーじゃんって思うけど…
新卒って大事な武器をこんなクソみたいな人がいるところに固執して使わなくてもいいのに

 「就活セクハラ」に学生が対策求める みなさんの反応  https://t.co/VChzIhdRDd",人 いる 会社 逆だ 行く たい ない 入社 する 前 わかる ラッキーだ 思う 新卒 大事だ 武器 クソ 人 いる ところ 固執 する 使う ない いい 就活 セクハラ 学生 対策 求める みなさん 反応
RT @gefalleneren: 就活セクハラ以前に、就職活動とかいうクソゲーを廃止しようか,就活 セクハラ 以前 就職 活動 いう クソゲー 廃止 する
"就活セクハラさ、質問の意味は分かるしそんなん言い方の問題なんだけどボディータッチは以ての外だよね
ただどっちにしてもそれを女性だけに言ってるとしたら問題じゃないか
日本の企業は男性に育休を取らせる気もないのかな？",就活 セクハラ する 質問 意味 分かる ん 言う 方 問題 ボディ タッチ 以ての外だ する 女性 言う る する 問題 ない 日本 企業 男性 育休 取る せる 気 ない
就活セクハラとかなんとかセクハラ系はそもそもセクハラすんなよって話じゃないですか。就職にまつわるあーだこーだ、社会のルールがどーたらとか関係ないんですよ。セクハラしてるひとがおかしいので。そもそもしたらダメな事をしてる時点で社会人の肩書きは没収しましょう。,就活 セクハラ セクハラ 系 セクハラ する 話 ない 就職 まつわる あだ 社会 ルール たら 関係 ない セクハラ する る ひと おかしい する ダメだ 事 する る 時点 社会 人 肩書き 没収 する ます
就活セクハラとか気持ち悪すぎて、そんな人達は虫になってウツボカズラの食糧になった方が世の中の役にたてる,就活 セクハラ 気持ち 悪い すぎる 人 達 虫 なる ウツボカズラ 食糧 なる 方 世の中 役 たてる
RT @ppsh41_1945: ローマ教皇が難民の受け入れを日本に求め、安倍首相も「日本とバチカンは平和、核なき世界の実現、貧困の撲滅、人権、環境等を重視する」と言っていますが、それではここで日本の入管施設の現状を見てみましょう。 https://t.co/AtdHwwGwTB,
"初めて聞いた
就活セクハラ",聞く 就活 セクハラ
就活セクハラの話題見て、男友達が人事の女と寝て内定取った話を思い出した。就活生側もそれを武器にするやつがたまにいるって話。,就活 セクハラ 話題 見る 男 友達 人事 女 寝る 内定 取る 話 思い出す 就活 生 側 武器 する やつ たまだ いる 話
就活でセクハラするやつ人外だと思ってる,就活 セクハラ する やつ 人外 思う る
"就活セクハラ？
なんでそんなまどろっこしい言い方するかねぇ。
企業名と担当者名を出せばいいだけじゃん。
関係ない人にまでトバッチリが来るのよね。",就活 セクハラ まどろむ っこ しい 言い 方 する 企業 名 担当 者 名 出す いい 関係 ない 人 トバッチリ 来る
就活セクハラってまじであるんや,就活 セクハラ まじる
就活セクハラとか以前に、就職転職活動にあたり、面接で答えたくないこととかある。というか、向こうはこっちの名前住所連絡先を握ってるのに、こっちは相手の名字ぐらいしか分からんし(名札とかないし、聞き取りではなかなか覚えられん)、そんな相手にいろいろ聞かれるのが嫌。→,就活 セクハラ 以前 就職 転職 活動 あたる 面接 答える たい ない こと ある いう 向こう 名前 住所 連絡 先 握る る 相手 名字 分かる 名札 ない 聞き 取り 覚える られん 相手 聞く れる の 嫌だ
就活セクハラの会見してたサングラスの人話入ってこないからやめてほしかった,就活 セクハラ 会見 する たい サングラス 人 話 入る くる ない やめる ほしい
RT @knakano1970: 交際相手の有無聞かれ　就活セクハラ被害女子学生ら対策訴え - 毎日新聞 https://t.co/k24Mu4RpYB,
就活セクハラ、彼氏の有無はあれだけど、結婚してるかする予定あるか、子供いるか今後作る予定あるか、聞きたくなる気持ちも分からなくもない…福利厚生育休産休整ってない職場なんてゴロゴロあるし…未来を見据えて最低限の労力で新人育てたい気持ちも分からなくもない…悲しいけど,就活 セクハラ 彼氏 有無 結婚 する る する 予定 ある 子供 いるか 今後 作る 予定 ある 聞く たい なる 気持ち 分かる ない ない 福利 厚生 育休 産休 整う ない 職場 ある 未来 見据える 限 労力 新人 育てる たい 気持ち 分かる ない ない 悲しい
"就活生の弱味につけこんでセクハラとかほんまにクソやな

人の弱味を逆手に取って犯罪するやつなんて顔だしてまえばいいねん
ほんまに

どんなけ就活生が必死にやってると思っとるんや

就活生の子も怖かったやろな

めっちゃ感情的になるニュースやわ

https://t.co/KNpmaflJBZ",就活 生 弱い 味 つけこむ セクハラ ほんまだ やな 人 弱い 味 逆手 取る 犯罪 する やつ 顔 だす まう いい ほんまだ け 就活 生 必死だ やる る 思っとる 就活 生 子 怖い 感情 的だ なる ニュース
@ryoku_is_man そうですよね…男も就活セクハラ気をつけないと🙅‍♀️,男 就活 セクハラ 気 つける ない
"就活生にとってみたら社会人はみんな「大人」だし、採用に影響すると思うと声も上げられない…

そんな立場の違いを利用したセクハラは本当に許されないことだと思います。

就活生に「落ち度がある」という考え方もなくさないと。

日本の企業社会のあり方が問われている。

https://t.co/cYOziKugo3",就活 生 とる みる 社会 人 大人 採用 影響 する 思う 声 上げる られる ない 立場 違い 利用 する セクハラ 本当だ 許す れる ない こと 思う ます 就活 生 落ち度 ある いう 考え 方 なくす ない 日本 企業 社会 あり 方 問う れる いる
就活セクハラ当たるほど受けてないからなんともだけどそんなんして会社損じゃね,就活 セクハラ 当たる ほど 受ける ない ん する 会社 損だ
おりも人事のおねーさんに就活セクハラされたいWWO,おりも 人事 おね さん 就活 セクハラ する れる たい
就活セクハラ、初めて聞いたけど キメー！！！しねばいいのになそんなきもおやじ,就活 セクハラ 聞く キメ しぬ いい きも おやじ
"就活セクハラとか人事は優位な立場だと思ってるから絶えないんだろうね
お互い録音したらいいと思うけどな",就活 セクハラ 人事 優位だ 立場 思う る 絶える ない お互い 録音 する いい 思う
"就活セクハラもあるなら学生パワハラもあるんじゃないか？
学生「御社が第一志望です！」
企業「内定！」
内定式直前、、、
学生「他社に行くことにしたので内定辞退します！」
企業「（じゃあ第一志望って言うなよ、、）」
ある意味学生のパワハラなのか。
#就活セクハラ　#就活　# 人事はきつい",就活 セクハラ ある 学生 パワハラ ある ない 学生 社 一 志望 企業 内定 内定 式 直前 学生 社 行く こと する 内定 辞退 する ます 企業 一 志望 言う 意味 学生 パワハラ 就活 セクハラ 就活 人事 きつい
就活セクハラなくそう。 https://t.co/tAqq4RhOHe,就活 セクハラ ない そうだ
RT @YumiOkano: 社名を発表してほしいくらい。＞「女は20歳までだろ」就活におけるセクハラ横行し根絶を訴え #ldnews https://t.co/QPYoDY4CU9,
交際相手の有無聞かれ　就活セクハラ被害女子学生ら対策訴え - 毎日新聞 https://t.co/k24Mu4RpYB,交際 相手 有無 聞く れる 就活 セクハラ 被害 女子 学生 ら 対策 訴え 毎日新聞
"RT @eldercosmic: 皆さま、おはようございます☀
就活セクハラを訴えている大学生さんに、敢えて一言。

選挙権が有るのに、投票しなかったり、棄権して、それは無いでしょう。

貴方達の現状や未来を改善する為に、投票しましょうよ。

今の世の中理不尽だらけ。
貴方達が…",皆さま ございます 就活 セクハラ 訴える いる 大学生 さん 一言 選挙 権 有る 投票 する ない 棄権 する 無い 貴方 達 現状 未来 改善 する 為 投票 する ます 今 世の中 理不尽だ だらけ 貴方 達
就活セクハラではないけど、某有名食パン屋のバイトの面接で、免許証と学生証の提示を求められたから見せたら、「痩せてるね」って突然言われたの思い出した。何のことだ？と思って考えたら、どうやら免許証の写真は太ってて、学生証と実物の私は痩せてるってことらしかった。,就活 セクハラ ない 某 有名だ 食パン 屋 バイト 面接 免許 証 学生 証 提示 求める られる 見せる 痩せる る 言う れる の 思い出す こと 思う 考える 免許 証 写真 太る る 学生 証 実物 私 痩せる る こと
就活セクハラしてくるような企業に入らなければいい！は当たり前なんだけど、それ以前に就活してるだけなのにセクハラの被害に遭うのが嫌だっていうのが主題でしょ……その企業に一生関わらずに済むとは限らないわけだし,就活 セクハラ する くる 企業 入る ない いい 当たり前だ 以前 就活 する る セクハラ 被害 遭う の 嫌だ いう の 主題 企業 一生 関わる 済む 限る ない
「就活セクハラやめて」女子大生が訴え 臨床心理士「OBOG訪問は一律『やめる』でいいのでは」 （AbemaTIMES） 「企業は採用不採用の決定権で、就活生の人  https://t.co/vwIE15Mv2d,就活 セクハラ やめる 女子 大 生 訴える 臨床 心理 士 訪問 一律だ やめる いい 企業 採用 採用 決定 権 就活 生 人
"あら！就活セクハラだって…😔
我慢しちゃダメだよ、セクハラはされたら社会的制裁でお返しするのが礼儀だよ！！",あら 就活 セクハラ 慢 する ダメだ セクハラ する れる 社会 的だ 制裁 お返し する の 礼儀
就活セクハラどう対処するって対処しようがなくね？？？？,就活 セクハラ 対処 する 対処 しようがない
"就活セクハラとか終わってんな
大人が腐りきってる中で
就活する子達が可哀想🙁",就活 セクハラ 終わる 大人 腐る きる る 中 就活 する 子 達 可哀想だ
RT @ken_0628: 交際相手の有無聞かれ　就活セクハラ被害女子学生ら対策訴え - 毎日新聞 https://t.co/HNhSrlTnR7,
RT @paradisemaker: スーパー売り手市場で未だにこんな面接やってる会社あるのか。マトモな採用できなくて会社潰すよ。 / 他53件のコメント https://t.co/zOWgbJbjEx “就活セクハラ「もう黙らない」大学生たちが緊急声明を発表 | ハフポスト”…,ハフ ポスト
就活セクハラ怖すぎ,就活 セクハラ 怖い すぎる
"就活セクハラの会見見たけど、
声をあげた女子大生の勇気ある行動に賛同しますが、誰かに何かを訴える時は、人の心に響く服装があると思う。ﾄｯﾌﾟｽのﾃﾞｻﾞｲﾝとか胸元のｱｸｾｻﾘｰとか。いいこと言ってるのに、なんかもったいないなと思ってしまった。
#就活セクハラ",就活 セクハラ 会見 見る 声 あげる 女子 大 生 勇気 ある 行動 賛同 する ます 誰 何 訴える 時 人 心 響く 服装 ある 思う 胸元 いい こと 言う る もったいない 思う しまう 就活 セクハラ
"社内だとセクハラとパワハラ混合が増える気がする。後ろからカタログの束で殴りたかったものね。どこも会社が厳しい対応してくれないから蔓延るんだよ〜これから就活生ネット私刑流行るかもね。

社員も就活生も、いつかの客かも知れないし、取引先かもしれない。特に人事は会社の顔って思って欲しい。",社 内 セクハラ パワハラ 混合 増える 気 する 後ろ カタログ 束 殴る たい もの 会社 厳しい 対応 する くれる ない 蔓延 るん 就活 生 ネット 私刑 流行る 社員 就活 生 客 知れる ない 取引先 しれる ない 人事 会社 顔 思う 欲しい
"なになにw
就活で結婚するつもりありますか？とか聞かれたぐらいで？セクハラ扱いなん？www
馬鹿だなーw
適当に流しとけや
俺もそれ聞かれたけどねw",就活 結婚 する つもり ある ます 聞く れる ぐらい セクハラ 扱い なん 馬鹿 適当だ 流す とく 俺 聞く れる
就活セクハラ「もう黙らない」大学生たちが緊急声明を発表 https://t.co/HxuCQWLd2y,就活 セクハラ 黙る ない 大学生 たち 緊急だ 声明 発表
"就活セクハラは裏を返せば受け入れる事でのし上がることも可能であるということだもんね
中にはラッキーって思った人もいるだろうなー",就活 セクハラ 受け入れる 事 のし上がる こと 可能だ いう もん 中 ラッキーだ 思う 人 いる
「「就活セクハラ」に学生が対策求める みなさんの反応」  https://t.co/flu9XTd00Q,就活 セクハラ 学生 対策 求める みなさん 反応
公務員でも就活セクハラあるから企業だけじゃなかったり…… https://t.co/pZRKKdKOj5,公務 員 就活 セクハラ ある 企業 ない
就活セクハラ「もう黙らない」大学生たちが緊急声明を発表 https://t.co/G8P6GHfAuZ,就活 セクハラ 黙る ない 大学生 たち 緊急だ 声明 発表
就活セクハラ？くだらな,就活 セクハラ くだらない
就活セクハラ「もう黙らない」大学生たちが緊急声明を発表 https://t.co/Wbl9GQW3uS https://t.co/jQ3ddRl0dQ,就活 セクハラ 黙る ない 大学生 たち 緊急だ 声明 発表
"RT @redflagfes: 「現在大学2年生の学生にも被害が出始めています。友人を守って頂きたいです」

就活セクハラ「もう黙らない」大学生たちが緊急声明を発表（ハフポスト日本版） https://t.co/byUBj9Hh4V",現在 大学 2 年生 学生 被害 出る 始める いる ます 友人 守る 頂く たい 就活 セクハラ 黙る ない 大学生 たち 緊急だ 声明 発表 ハフ ポスト 日本 版
就活セクハラまじで卑劣,就活 セクハラ まじる 卑劣だ
就活セクハラ？いま売り手市場なのかと思ってた,就活 セクハラ いま 売り手 市場 思う る
就活セクハラの会見の人タモリさんかと思うようなサングラスｗ,就活 セクハラ 会見 人 タモリ さん 思う サングラス
"就活セクハラえぐい。
そんな状況逃げ場無いよね
まぁ就活の時点でそんな会社入った所でクソやけ入ってもいいことないけ帰ったが良さそう
なかなかそんなん出来んけど",就活 セクハラ えぐる いる 状況 逃げ場 無い 就活 時点 会社 入る 所 やけだ 入る いい こと いく 帰る 良い さ そうだ ん 出来る
